,Pais,Total Fallecidos Vias Respiratorias,Media Fallecidos Vias Respiratorias,Total Fallecidos Sepsis,Media Fallecidos Sepsis,Total Fallecidos Meningitis Encefalitis,Media Fallecidos Meningitis Encefalitis,Total Fallecidos Malaria,Media Fallecidos Malaria,Total Fallecidos Sarampion,Media Fallecidos Sarampion,Total Fallecidos VIH,Media Fallecidos VIH,Total Fallecidos Diarrea,Media Fallecidos Diarrea,Vacunación contra la poliomielitis entre los niños de 1 año (%),Vacunación de antineumocócicas conjugadas en niños de 1 año (%),Vacunación de la primera dosis contra el sarampión (%),Vacunación de la segunda dosis contra el sarampión (%),Vacunación contra la hepatitis B entre los niños de 1 año (%),Vacunación contra Hib entre niños de 1 año (%),Vacunación contra la tos ferina y el toxoide tetánico diftérico en niños de 1 año (%),Vacunación con BCG en niños de 1 año (%),Centros de salud (Densidad por 100000 hab.),Hospitales (Densidad por 100000 hab.),Doctores medicos (por 10000 hab.),Enfermeros y personal de parto (por 10000 hab.),Farmaceuticos (por 10000 hab.),Camas de hospital (por 10000 hab.),Niños con bajo peso al nacer(%),Prevalencia de anemia en niños menores de 5 años (%),Niños amamantados en sus primeros 6 meses de vida (%),Concentracion de partículas finas (polucion) en el aire,"DALY debido al agua, saneamiento e higiene en niños menores de 5 años","Muertes debido al agua, saneamiento e higiene en niños menores de 5 años"
122,Nauru,18,1.0,14,0.7777777777777778,0,0.0,0,0.0,0,0.0,0,0.0,10,0.5555555555555556,65.73170731707317,NaN,47.58536585365854,80.19047619047619,76.0,33.96666666666667,67.53658536585365,81.51219512195122,,9.95,11.959999999999999,67.5095,4.668,NaN,NaN,NaN,67.2,12.5 ,NaN,NaN
123,Nepal,117109,6506.055555555556,61093,3394.0555555555557,22732,1262.888888888889,85,4.722222222222222,38502,2139.0,1502,83.44444444444444,56318,3128.777777777778,59.90243902439025,22.76923076923077,61.926829268292686,10.904761904761905,40.375,27.266666666666666,62.58536585365854,77.63414634146342,0.6950000000000001,0.38,6.265833333333334,21.905714285714282,0.7604,3.0,24.224999999999998,8.561081081081083,64.63333333333334,94.3 ,430767,12356
124,Netherlands,318,17.666666666666668,862,47.888888888888886,281,15.61111111111111,0,0.0,0,0.0,0,0.0,39,2.1666666666666665,94.2439024390244,80.15384615384616,92.17073170731707,79.52380952380952,20.25,73.63333333333334,94.2439024390244,NaN,,0.76,29.578857142857153,109.876,1.8280344827586201,40.95555555555555,6.368750000000001,1.725945945945946,18.0,12.1 ,894,1
125,New Zealand,423,23.5,181,10.055555555555555,164,9.11111111111111,0,0.0,0,0.0,0,0.0,46,2.5555555555555554,77.70731707317073,77.92307692307692,81.58536585365853,37.57142857142857,78.03125,67.8,83.1951219512195,NaN,NaN,NaN,25.831894736842106,108.4443,7.397450000000001,27.027272727272727,6.006249999999999,1.732432432432432,NaN,5.7 ,NaN,NaN
126,Nicaragua,11692,649.5555555555555,4554,253.0,888,49.333333333333336,11,0.6111111111111112,0,0.0,369,20.5,4075,226.38888888888889,84.4390243902439,65.0,78.48780487804878,13.238095238095237,60.6875,64.73333333333333,73.53658536585365,89.7560975609756,2.665,0.95,7.993533333333334,13.070928571428572,1.857,9.671428571428573,11.05,4.577297297297298,28.825000000000003,16.9 ,25178,689
127,Niger,351595,19533.055555555555,82504,4583.555555555556,112334,6240.777777777777,320947,17830.38888888889,73381,4076.722222222222,5788,321.55555555555554,250135,13896.388888888889,37.829268292682926,29.46153846153846,42.90243902439025,9.619047619047619,26.5625,28.333333333333332,37.951219512195124,51.8780487804878,5.34,0.55,0.36437500000000006,2.229375,0.017875000000000002,3.375,NaN,12.04054054054054,8.709999999999999,70.8 ,1076891,31324
128,Nigeria,2660590,147810.55555555556,552177,30676.5,484342,26907.88888888889,2650522,147251.22222222222,790646,43924.77777777778,385941,21441.166666666668,1749750,97208.33333333333,35.26829268292683,19.23076923076923,37.09756097560975,0.42857142857142855,21.15625,11.433333333333334,33.75609756097561,46.75609756097561,NaN,NaN,3.601000000000001,13.883545454545454,0.9267272727272726,5.0,NaN,11.024324324324326,14.150000000000002,48.7 ,4612735,129608
129,Niue,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,90.53658536585365,83.76923076923077,88.46341463414635,91.76190476190476,88.90625,65.86666666666666,85.39024390243902,90.85365853658537,NaN,NaN,20.7246,100.75866666666667,5.731600000000001,NaN,NaN,NaN,NaN,11.5 ,0,0
130,Norway,82,4.555555555555555,61,3.388888888888889,52,2.888888888888889,0,0.0,0,0.0,2,0.1111111111111111,18,1.0,82.7560975609756,85.15384615384616,82.04878048780488,87.66666666666667,3.0,75.86666666666666,83.1219512195122,NaN,NaN,NaN,37.090409090909084,160.0893333333333,6.985666666666666,43.04736842105263,4.85625,1.6545945945945943,7.0,7.0 ,250,0
131,Oman,1115,61.94444444444444,353,19.61111111111111,241,13.38888888888889,0,0.0,0,0.0,68,3.7777777777777777,200,11.11111111111111,85.58536585365853,83.38461538461539,85.3170731707317,93.66666666666667,89.375,59.2,85.6829268292683,91.41463414634147,2.35,1.35,16.717409090909094,38.03177272727273,3.896052631578948,18.722222222222218,10.668750000000001,6.491351351351351,32.8,38.2 ,NaN,NaN
132,Pakistan,1425446,79191.44444444444,672116,37339.77777777778,301856,16769.777777777777,4337,240.94444444444446,73535,4085.277777777778,3460,192.22222222222223,845617,46978.72222222222,48.97560975609756,39.84615384615385,50.5609756097561,26.714285714285715,34.15625,24.566666666666666,48.73170731707317,68.70731707317073,0.85,0.53,7.613039999999997,4.660521739130434,1.3154,6.883333333333333,NaN,8.822162162162162,35.96666666666667,55.2 ,1631260,46137
133,Palau,11,0.6111111111111112,2,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74.46341463414635,64.38461538461539,73.29268292682927,79.80952380952381,84.03125,65.9,76.0,NaN,NaN,NaN,14.725200000000001,63.605000000000004,0.8160000000000001,NaN,NaN,NaN,NaN,12.2 ,36,1
134,Panama,3205,178.05555555555554,2146,119.22222222222223,332,18.444444444444443,0,0.0,0,0.0,123,6.833333333333333,1584,88.0,81.97560975609755,64.76923076923077,85.6829268292683,81.57142857142857,52.09375,55.63333333333333,80.58536585365853,93.3170731707317,10.535,0.91,13.452357142857144,19.26748,2.0288,22.828571428571426,10.33125,4.265405405405406,23.25,11.2 ,7316,188
135,Papua New Guinea,40443,2246.8333333333335,13892,771.7777777777778,7084,393.55555555555554,31357,1742.0555555555557,5950,330.55555555555554,4204,233.55555555555554,20434,1135.2222222222222,50.09756097560975,11.23076923076923,49.51219512195122,0.9523809523809523,45.3125,19.966666666666665,51.09756097560975,77.07317073170732,9.559999999999999,1.57,0.5641999999999999,4.775399999999999,0.42366666666666664,NaN,NaN,7.3297297297297295,57.45,10.9 ,91284,2615
136,Paraguay,8926,495.8888888888889,4534,251.88888888888889,1096,60.888888888888886,0,0.0,0,0.0,522,29.0,4331,240.61111111111111,75.78048780487805,55.61538461538461,72.85365853658537,53.142857142857146,47.59375,50.93333333333333,73.3170731707317,78.73170731707317,1.78,2.43,12.601999999999999,9.807125000000001,0.9225,9.5,8.3375,3.9756756756756744,21.150000000000002,11.2 ,15681,408
137,Peru,32954,1830.7777777777778,12129,673.8333333333334,4826,268.1111111111111,20,1.1111111111111112,0,0.0,2412,134.0,16171,898.3888888888889,72.8780487804878,65.53846153846153,74.04878048780488,32.476190476190474,47.28125,55.13333333333333,74.09756097560975,82.1219512195122,NaN,NaN,11.700999999999999,20.8042,1.3436666666666666,15.5,9.700000000000001,6.715675675675674,62.557142857142864,24.3 ,76676,2057
138,Philippines,271709,15094.944444444445,77169,4287.166666666667,31816,1767.5555555555557,716,39.77777777777778,7840,435.55555555555554,391,21.72222222222222,124591,6921.722222222223,73.4390243902439,16.153846153846153,69.78048780487805,19.666666666666668,46.9375,18.033333333333335,73.92682926829268,83.0,,1.81,11.652583333333332,47.01030769230769,5.26,10.422222222222224,20.787499999999998,4.585405405405405,33.225,18.4 ,365206,9902
139,Poland,2048,113.77777777777777,2040,113.33333333333333,407,22.61111111111111,0,0.0,0,0.0,12,0.6666666666666666,64,3.5555555555555554,93.1219512195122,9.23076923076923,93.4390243902439,90.33333333333333,72.15625,43.8,94.6829268292683,92.0,,0.94,22.555214285714282,58.96806896551723,5.967571428571427,65.98125000000002,5.825,3.930810810810811,NaN,20.5 ,NaN,NaN
140,Portugal,267,14.833333333333334,392,21.77777777777778,165,9.166666666666666,2,0.1111111111111111,0,0.0,13,0.7222222222222222,14,0.7777777777777778,81.1951219512195,28.076923076923077,85.60975609756098,82.95238095238095,64.71875,70.33333333333333,89.73170731707317,73.41463414634147,0.18,,36.44203448275863,60.282764705882364,6.5330499999999985,34.63157894736842,7.981250000000001,1.9724324324324327,34.0,7.9 ,NaN,NaN
141,Qatar,137,7.611111111111111,58,3.2222222222222223,54,3.0,0,0.0,5,0.2777777777777778,0,0.0,18,1.0,84.17073170731707,81.92307692307692,81.21951219512195,81.0952380952381,85.125,72.56666666666666,83.21951219512195,86.90243902439025,NaN,NaN,27.117874999999994,57.394666666666666,10.2008,18.405555555555555,8.06875,4.198918918918919,29.3,90.3 ,227,3
142,Republic of Korea,1446,80.33333333333333,1544,85.77777777777777,552,30.666666666666668,0,0.0,28,1.5555555555555556,5,0.2777777777777778,242,13.444444444444445,85.34146341463415,37.46153846153846,82.41463414634147,88.47619047619048,73.875,19.5,82.8780487804878,77.51219512195122,57.099999999999994,3.42,18.842105263157894,47.73431578947369,7.500789473684211,83.84210526315789,4.7375,1.5102702702702704,NaN,24.6 ,NaN,NaN
143,Republic of Moldova,3538,196.55555555555554,1364,75.77777777777777,197,10.944444444444445,0,0.0,2,0.1111111111111111,4,0.2222222222222222,153,8.5,64.8048780487805,32.46153846153846,62.1219512195122,80.66666666666667,70.65625,30.033333333333335,62.78048780487805,66.21951219512195,10.09,2.12,28.07192592592593,72.23421428571429,4.788894736842105,63.29333333333333,5.143750000000001,4.277837837837838,40.0,16.0 ,1367,30
144,North Macedonia,374,20.77777777777778,195,10.833333333333334,86,4.777777777777778,0,0.0,0,0.0,0,0.0,147,8.166666666666666,62.51219512195122,NaN,61.19512195121951,90.95238095238095,42.78125,34.13333333333333,61.951219512195124,62.707317073170735,1.71,4.08,23.754160000000002,32.2128,,45.961111111111116,8.8,3.8,19.6,28.3 ,NaN,NaN
145,Romania,16739,929.9444444444445,479,26.61111111111111,1023,56.833333333333336,0,0.0,20,1.1111111111111112,37,2.0555555555555554,827,45.94444444444444,79.58536585365853,6.769230769230769,83.02439024390245,85.42857142857143,72.21875,26.533333333333335,80.51219512195122,80.60975609756098,0.06,1.68,22.8535294117647,59.08843750000001,5.485941176470589,68.30000000000001,8.487499999999999,4.048648648648649,15.8,14.3 ,NaN,NaN
146,Russian Federation,33878,1882.111111111111,11386,632.5555555555555,6566,364.77777777777777,0,0.0,0,0.0,2965,164.72222222222223,4260,236.66666666666666,63.68292682926829,20.923076923076923,65.09756097560975,91.23809523809524,55.40625,NaN,63.853658536585364,64.8048780487805,,,49.24820689655173,43.109,0.5361304347826088,97.83684210526314,6.09375,3.887027027027028,NaN,13.7 ,21725,320
147,Rwanda,96109,5339.388888888889,25238,1402.111111111111,20781,1154.5,26654,1480.7777777777778,2901,161.16666666666666,18414,1023.0,74547,4141.5,77.17073170731707,75.15384615384616,75.82926829268293,21.904761904761905,54.21875,57.833333333333336,78.85365853658537,82.7560975609756,NaN,NaN,1.039,7.391,0.324,16.0,8.9,6.955675675675676,85.54,40.7 ,497016,14354
148,Saint Kitts and Nevis,7,0.3888888888888889,6,0.3333333333333333,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,1,0.05555555555555555,93.14634146341463,NaN,84.41463414634147,91.47619047619048,67.21875,62.1,92.90243902439025,73.02439024390245,31.905,7.38,12.20623076923077,61.76158333333333,,NaN,NaN,NaN,NaN,12.3 ,56,1
149,Saint Lucia,51,2.8333333333333335,58,3.2222222222222223,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,2,0.1111111111111111,86.85365853658537,NaN,81.70731707317073,64.47619047619048,50.375,53.733333333333334,86.8780487804878,87.85365853658537,,1.65,9.856692307692308,25.05366666666666,2.9095,13.425,NaN,5.569189189189189,3.5,21.2 ,48,0
150,Saint Vincent and the Grenadines,30,1.6666666666666667,67,3.7222222222222223,1,0.05555555555555555,0,0.0,0,0.0,11,0.6111111111111112,16,0.8888888888888888,91.48780487804878,NaN,87.2439024390244,84.28571428571429,50.0625,53.333333333333336,90.6829268292683,82.17073170731707,0.91,0.0,8.121666666666668,61.51527272727273,2.7249999999999996,30.649999999999995,NaN,5.2216216216216225,NaN,21.2 ,NaN,NaN
151,Samoa,193,10.722222222222221,104,5.777777777777778,29,1.6111111111111112,0,0.0,91,5.055555555555555,0,0.0,109,6.055555555555555,76.8048780487805,NaN,69.7560975609756,37.142857142857146,62.34375,26.966666666666665,77.39024390243902,88.6829268292683,1.6099999999999999,4.2,4.122857142857143,20.958875,0.9113333333333333,10.0,NaN,5.501081081081081,60.8,10.6 ,604,16
152,San Marino,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,85.90243902439025,18.692307692307693,64.92682926829268,71.61904761904762,83.46875,83.53333333333333,85.17073170731707,NaN,0.0,3.18,52.84675,106.055,7.04075,NaN,3.299999999999999,NaN,NaN,13.4 ,NaN,NaN
153,Sao Tome and Principe,936,52.0,369,20.5,144,8.0,545,30.27777777777778,190,10.555555555555555,88,4.888888888888889,531,29.5,77.26829268292683,51.46153846153846,69.02439024390245,21.714285714285715,47.71875,31.966666666666665,76.58536585365853,87.17073170731707,2.245,,4.214499999999999,20.482333333333333,0.13,30.5,6.881249999999999,9.389729729729728,58.875,25.7 ,3392,98
154,Saudi Arabia,11084,615.7777777777778,5554,308.55555555555554,2208,122.66666666666667,0,0.0,60,3.3333333333333335,290,16.11111111111111,2370,131.66666666666666,88.02439024390245,82.76923076923077,84.5609756097561,87.85714285714286,88.4375,58.2,88.02439024390245,86.90243902439025,0.0,1.04,20.869727272727275,46.08563636363636,6.559666666666667,22.961111111111105,NaN,6.538918918918919,NaN,78.4 ,NaN,NaN
155,Senegal,115182,6399.0,46380,2576.6666666666665,22121,1228.9444444444443,32955,1830.8333333333333,35305,1961.388888888889,7379,409.94444444444446,75019,4167.722222222223,59.8780487804878,40.69230769230769,57.80487804878049,16.80952380952381,43.6875,42.6,60.707317073170735,74.4390243902439,0.575,0.16,1.2515714285714286,3.3895714285714287,0.09716666666666667,3.0,20.037499999999998,11.641081081081081,26.15555555555555,37.5 ,346344,9836
156,Serbia,769,42.72222222222222,395,21.944444444444443,203,11.277777777777779,0,0.0,0,0.0,7,0.3888888888888889,59,3.2777777777777777,63.5609756097561,10.846153846153847,60.65853658536585,84.71428571428571,45.5625,41.93333333333333,63.073170731707314,65.34146341463415,1.63,1.09,24.462642857142846,35.55485714285714,8.107000000000001,54.708333333333336,4.606250000000001,4.129729729729729,13.566666666666668,24.3 ,NaN,NaN
157,Seychelles,34,1.8888888888888888,18,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89.51219512195122,8.307692307692308,88.41463414634147,89.14285714285714,76.9375,32.7,89.36585365853658,92.02439024390245,5.585,1.08,12.881454545454545,58.106111111111105,0.9251000000000001,37.5,10.50625,5.905945945945946,NaN,18.7 ,NaN,NaN
158,Sierra Leone,101872,5659.555555555556,33290,1849.4444444444443,21889,1216.0555555555557,210616,11700.888888888889,25754,1430.7777777777778,8793,488.5,86921,4828.944444444444,38.31707317073171,60.61538461538461,37.78048780487805,14.333333333333334,34.78125,37.1,38.02439024390244,44.51219512195122,1.2349999999999999,,0.33340000000000003,6.0558,0.1292,4.0,15.849999999999998,11.585405405405403,16.84,20.6 ,430168,12449
159,Singapore,338,18.77777777777778,40,2.2222222222222223,30,1.6666666666666667,0,0.0,0,0.0,0,0.0,21,1.1666666666666667,91.07317073170732,50.69230769230769,88.0,88.71428571428571,87.84375,21.7,90.8048780487805,94.53658536585365,,0.5,16.9214,52.37812500000001,3.4229285714285718,23.6,9.700000000000003,2.224864864864865,NaN,18.3 ,460,1
160,Slovakia,810,45.0,58,3.2222222222222223,113,6.277777777777778,0,0.0,0,0.0,0,0.0,45,2.5,62.170731707317074,82.3076923076923,62.1219512195122,93.71428571428571,61.3125,66.76666666666667,62.36585365853659,44.51219512195122,,1.54,33.0406,64.3981052631579,5.7947500000000005,65.13157894736841,7.46875,4.004324324324324,49.0,17.5 ,331,1
161,Slovenia,29,1.6111111111111112,64,3.5555555555555554,6,0.3333333333333333,0,0.0,0,0.0,0,0.0,7,0.3888888888888889,64.97560975609755,21.384615384615383,63.829268292682926,91.95238095238095,NaN,60.2,64.95121951219512,30.853658536585368,2.75,1.25,25.084649999999996,120.04866666666665,5.032809523809523,47.24210526315789,6.0375000000000005,4.07027027027027,NaN,15.8 ,NaN,NaN
162,Solomon Islands,1343,74.61111111111111,441,24.5,241,13.38888888888889,339,18.833333333333332,0,0.0,0,0.0,611,33.94444444444444,71.09756097560975,29.846153846153847,63.97560975609756,5.142857142857143,69.84375,35.0,71.3170731707317,76.90243902439025,NaN,NaN,1.7147500000000002,16.952875000000002,1.0405,15.3,NaN,6.783243243243244,74.95,10.7 ,2215,58
163,Somalia,314025,17445.833333333332,39171,2176.1666666666665,74437,4135.388888888889,14875,826.3888888888889,226308,12572.666666666666,3633,201.83333333333334,214121,11895.611111111111,29.5609756097561,NaN,32.24390243902439,NaN,9.1875,9.8,27.75609756097561,37.19512195121951,NaN,NaN,0.2545,1.008,,6.450000000000001,NaN,9.390270270270271,7.8,29.5 ,457939,13246
164,South Africa,168454,9358.555555555555,38804,2155.777777777778,13790,766.1111111111111,449,24.944444444444443,10882,604.5555555555555,420026,23334.777777777777,109052,6058.444444444444,67.70731707317073,57.38461538461539,67.26829268292683,51.333333333333336,54.46875,50.96666666666667,68.53658536585365,72.2439024390244,0.565,0.67,7.442,27.706666666666667,2.6180000000000003,26.45,14.51875,5.2745945945945945,15.600000000000001,23.6 ,203649,5418
165,South Sudan,152919,8495.5,33918,1884.3333333333333,32573,1809.611111111111,64243,3569.0555555555557,11004,611.3333333333334,23397,1299.8333333333333,87899,4883.277777777777,11.853658536585366,NaN,11.878048780487806,NaN,6.90625,7.366666666666666,11.292682926829269,12.585365853658537,NaN,NaN,,,,NaN,NaN,10.096216216216217,44.5,41.1 ,NaN,NaN
166,Spain,708,39.333333333333336,1735,96.38888888888889,667,37.05555555555556,1,0.05555555555555555,0,0.0,21,1.1666666666666667,129,7.166666666666667,81.60975609756098,21.615384615384617,83.26829268292683,70.61904761904762,68.46875,69.7,81.7560975609756,NaN,,1.63,35.10751724137931,45.76258333333334,9.027521739130437,32.00526315789473,7.812500000000001,1.785945945945946,29.0,9.5 ,1915,2
167,Sri Lanka,7327,407.05555555555554,2145,119.16666666666667,937,52.05555555555556,34,1.8888888888888888,0,0.0,85,4.722222222222222,2711,150.61111111111111,86.78048780487805,NaN,75.97560975609755,86.04761904761905,49.1875,33.0,86.6829268292683,87.41463414634147,,0.1,5.644222222222222,14.146931034482758,0.6510833333333333,38.3,16.825,4.982162162162163,47.54,15.2 ,28045,711
168,Sudan,332930,18496.11111111111,117626,6534.777777777777,58394,3244.1111111111113,24714,1373.0,41391,2299.5,4320,240.0,199121,11062.277777777777,57.853658536585364,45.69230769230769,54.73170731707317,23.714285714285715,38.25,35.46666666666667,57.58536585365854,62.31707317073171,3.4450000000000003,1.35,3.244,9.557375,0.9636666666666667,14.844444444444447,NaN,10.475675675675674,47.8,47.9 ,513832,14499
169,Suriname,348,19.333333333333332,395,21.944444444444443,99,5.5,20,1.1111111111111112,0,0.0,129,7.166666666666667,114,6.333333333333333,73.04878048780488,NaN,71.14634146341463,15.952380952380953,37.0,39.46666666666667,73.73170731707317,NaN,1.125,0.37,8.718571428571428,26.7344,0.477,30.5,15.250000000000002,5.591351351351352,3.0666666666666664,23.6 ,905,23
170,Sweden,192,10.666666666666666,248,13.777777777777779,55,3.0555555555555554,1,0.05555555555555555,0,0.0,3,0.16666666666666666,20,1.1111111111111112,95.97560975609755,86.84615384615384,92.90243902439025,90.23809523809524,16.28125,93.16666666666667,96.14634146341463,16.804878048780488,NaN,NaN,35.29834782608697,111.22485714285712,7.500586206896553,27.70526315789474,3.9750000000000005,1.6605405405405405,14.0,5.9 ,417,0
171,Switzerland,105,5.833333333333333,200,11.11111111111111,88,4.888888888888889,0,0.0,0,0.0,2,0.1111111111111111,11,0.6111111111111112,79.1951219512195,58.0,71.39024390243902,59.57142857142857,6.46875,68.06666666666666,76.82926829268293,NaN,NaN,NaN,40.48785,167.64068421052633,6.252793103448274,52.55789473684211,6.362499999999999,1.727567567567568,NaN,10.2 ,346,1
172,Syrian Arab Republic,18997,1055.388888888889,7053,391.8333333333333,1898,105.44444444444444,0,0.0,1890,105.0,512,28.444444444444443,18956,1053.111111111111,65.36585365853658,NaN,65.09756097560975,66.19047619047619,57.28125,41.4,63.63414634146341,79.3170731707317,NaN,NaN,14.203357142857143,19.509071428571428,7.334142857142857,14.666666666666666,NaN,5.904864864864865,35.55,39.4 ,51819,1357
173,Tajikistan,38453,2136.277777777778,8770,487.22222222222223,7917,439.8333333333333,0,0.0,18,1.0,288,16.0,20095,1116.388888888889,58.48780487804878,NaN,59.90243902439025,87.38095238095238,49.0,36.56666666666667,59.19512195121951,64.63414634146342,11.22,4.68,20.170359999999995,44.76532000000001,1.0352857142857144,55.720000000000006,5.831249999999999,5.51027027027027,26.875000000000004,40.0 ,162877,4742
174,Thailand,23697,1316.5,10303,572.3888888888889,2444,135.77777777777777,608,33.77777777777778,900,50.0,10877,604.2777777777778,7681,426.72222222222223,84.0,NaN,74.70731707317073,87.9047619047619,79.78125,NaN,85.58536585365853,92.07317073170732,,1.84,3.9511052631578947,16.782526315789475,2.0028421052631575,21.0,11.368750000000002,4.249189189189189,10.800000000000002,26.2 ,103440,2839
175,Timor-Leste,12332,685.1111111111111,3340,185.55555555555554,1729,96.05555555555556,901,50.05555555555556,0,0.0,48,2.6666666666666665,6685,371.3888888888889,31.29268292682927,NaN,29.463414634146343,10.523809523809524,29.25,18.766666666666666,31.463414634146343,35.48780487804878,NaN,NaN,7.059333333333334,13.588000000000001,0.6043636363636362,59.0,NaN,6.593513513513513,48.5,17.9 ,8807,244
176,Togo,52779,2932.1666666666665,22215,1234.1666666666667,10651,591.7222222222222,87583,4865.722222222223,6635,368.6111111111111,20372,1131.7777777777778,31333,1740.7222222222222,58.34146341463415,33.15384615384615,54.21951219512195,3.1904761904761907,29.1875,31.133333333333333,59.78048780487805,79.51219512195122,11.66,0.6,0.602,3.7295000000000003,0.276,8.0,16.874999999999996,11.124864864864866,33.871428571428574,32.7 ,134274,3773
177,Tonga,106,5.888888888888889,36,2.0,18,1.0,0,0.0,0,0.0,0,0.0,48,2.6666666666666665,86.97560975609755,NaN,83.04878048780488,79.28571428571429,89.75,49.13333333333333,87.58536585365853,94.1219512195122,13.37,3.8,4.8405000000000005,38.12712499999999,0.7529999999999999,NaN,NaN,5.725405405405405,52.2,10.1 ,287,8
178,Trinidad and Tobago,729,40.5,614,34.111111111111114,102,5.666666666666667,0,0.0,0,0.0,239,13.277777777777779,96,5.333333333333333,82.1951219512195,52.53846153846154,72.2439024390244,74.52380952380952,48.5,61.233333333333334,82.02439024390245,NaN,0.3,,17.42711111111111,33.19705263157895,4.649588235294118,28.014285714285712,12.74375,5.064864864864865,7.0,22.0 ,411,5
179,Tunisia,7498,416.55555555555554,2274,126.33333333333333,872,48.44444444444444,0,0.0,0,0.0,44,2.4444444444444446,2333,129.61111111111111,82.97560975609755,NaN,81.51219512195122,91.66666666666667,70.53125,35.333333333333336,82.97560975609755,87.70731707317073,,2.33,8.828,24.43211111111111,1.9625999999999995,19.811111111111117,7.75,4.386486486486486,10.9,35.7 ,18816,495
180,Turkey,29214,1623.0,19126,1062.5555555555557,2827,157.05555555555554,0,0.0,4,0.2222222222222222,67,3.7222222222222223,6978,387.6666666666667,80.1219512195122,81.61538461538461,78.82926829268293,81.14285714285714,55.75,41.36666666666667,79.17073170731707,83.90243902439025,0.275,1.55,14.484379310344822,16.67296551724138,3.503421052631579,25.736842105263154,12.01875,5.124864864864865,22.375,42.0 ,198175,5600
181,Turkmenistan,25611,1422.8333333333333,6353,352.94444444444446,3535,196.38888888888889,0,0.0,0,0.0,522,29.0,14093,782.9444444444445,65.63414634146342,NaN,65.7560975609756,92.14285714285714,54.90625,30.466666666666665,65.09756097560975,66.8780487804878,NaN,NaN,27.301733333333335,53.986933333333326,2.152466666666667,44.313333333333325,5.143750000000002,5.008108108108108,27.099999999999998,19.0 ,77609,2273
182,Tuvalu,23,1.2777777777777777,6,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1111111111111111,82.97560975609755,NaN,78.1951219512195,79.9047619047619,71.625,33.733333333333334,81.95121951219512,93.7560975609756,0.18,0.02,9.3794,46.8378,1.7005,NaN,NaN,NaN,34.7,11.4 ,60,2
183,Uganda,337156,18730.88888888889,106759,5931.055555555556,74440,4135.555555555556,405403,22522.38888888889,46750,2597.222222222222,137798,7655.444444444444,216244,12013.555555555555,53.073170731707314,36.53846153846154,55.97560975609756,NaN,42.5625,45.4,54.609756097560975,72.39024390243902,3.8449999999999998,0.4,1.1294,13.001444444444443,0.0775,4.5,NaN,9.790270270270272,62.5,48.4 ,822916,23309
184,Ukraine,11253,625.1666666666666,3263,181.27777777777777,1670,92.77777777777777,0,0.0,455,25.27777777777778,4210,233.88888888888889,2841,157.83333333333334,56.65853658536585,NaN,59.048780487804876,74.28571428571429,34.21875,24.9,54.51219512195122,61.26829268292683,NaN,NaN,31.898266666666665,69.1238,0.30933333333333335,87.94666666666667,5.281250000000001,3.9297297297297304,13.933333333333332,18.3 ,4871,51
185,United Arab Emirates,587,32.611111111111114,284,15.777777777777779,162,9.0,0,0.0,0,0.0,22,1.2222222222222223,88,4.888888888888889,83.29268292682927,74.92307692307692,82.2439024390244,90.57142857142857,79.1875,66.63333333333334,83.21951219512195,84.53658536585365,NaN,NaN,18.320421052631577,37.02572413793103,5.1265789473684205,16.68888888888889,12.8375,4.545945945945945,NaN,39.4 ,1549,29
186,United Kingdom of Great Britain and Northern Ireland,2824,156.88888888888889,934,51.888888888888886,1480,82.22222222222223,0,0.0,1,0.05555555555555555,23,1.2777777777777777,188,10.444444444444445,89.14634146341463,70.53846153846153,81.26829268292683,77.57142857142857,2.90625,83.53333333333333,82.8048780487805,NaN,NaN,NaN,39.50686666666666,103.6703,7.213611111111111,31.97,7.168750000000002,1.505945945945946,1.0,10.5 ,NaN,NaN
187,United Republic of Tanzania,441191,24510.61111111111,138274,7681.888888888889,85708,4761.555555555556,206870,11492.777777777777,19305,1072.5,192922,10717.888888888889,264985,14721.388888888889,77.21951219512195,46.69230769230769,79.34146341463415,16.761904761904763,50.9375,33.4,79.46341463414635,87.17073170731707,NaN,NaN,0.38366666666666666,4.1454,0.08166666666666667,9.0,11.312500000000002,10.042702702702703,39.48571428571429,25.6 ,765493,21499
188,United States of America,16286,904.7777777777778,14487,804.8333333333334,3332,185.11111111111111,9,0.5,6,0.3333333333333333,177,9.833333333333334,9778,543.2222222222222,89.2439024390244,85.61538461538461,89.39024390243902,85.0,71.84375,76.96666666666667,92.2439024390244,NaN,NaN,NaN,25.877499999999998,142.86300000000003,9.019,30.988888888888887,8.03125,1.0854054054054054,25.066666666666666,7.4 ,18374,18
